epoch,step,test_loss,test_r2,train_loss,train_r2_epoch,train_r2_step
21,1473,,,0.43091389536857605,0.5515120029449463,
22,1499,,,,,0.5643547177314758
22,1540,,,0.4365732669830322,0.5386002659797668,
23,1549,,,,,0.4099884033203125
23,1599,,,,,0.670682430267334
23,1607,,,0.42979151010513306,0.5442776679992676,
24,1649,,,,,0.6618857383728027
24,1674,,,0.43348491191864014,0.5410123467445374,
25,1699,,,,,0.6268361806869507
25,1741,,,0.43218109011650085,0.5465145111083984,
26,1749,,,,,0.43766921758651733
26,1799,,,,,0.5716917514801025
26,1808,,,0.4280092418193817,0.5493201613426208,
27,1849,,,,,0.512446939945221
27,1875,,,0.4283483028411865,0.5484131574630737,
28,1899,,,,,0.6003568172454834
28,1942,,,0.42283570766448975,0.5539461970329285,
29,1949,,,,,0.6351962089538574
29,1999,,,,,0.2641946077346802
29,2009,,,0.42661258578300476,0.5504732728004456,
30,2049,,,,,0.590312123298645
30,2076,,,0.4278493821620941,0.5504930019378662,
31,2099,,,,,0.5692824125289917
31,2143,,,0.4338693618774414,0.5425655841827393,
32,2149,,,,,0.49392169713974
32,2199,,,,,0.6564193964004517
32,2210,,,0.4246174693107605,0.5513328313827515,
33,2249,,,,,0.5597004890441895
33,2277,,,0.429818332195282,0.5510396957397461,
34,2299,,,,,0.3681647777557373
34,2344,,,0.42303094267845154,0.5471494793891907,
35,2349,,,,,0.6167172193527222
35,2399,,,,,0.4968513250350952
35,2411,,,0.4257369339466095,0.5540174245834351,
36,2449,,,,,0.52998286485672
36,2478,,,0.42558762431144714,0.5529196262359619,
37,2499,,,,,0.6520378589630127
37,2545,,,0.42774686217308044,0.5493785738945007,
38,2549,,,,,0.5382609963417053
38,2599,,,,,0.6082319617271423
38,2612,,,0.4249330759048462,0.5466638803482056,
39,2649,,,,,0.7178604602813721
39,2679,,,0.4293138384819031,0.548645555973053,
40,2699,,,,,0.2494778037071228
40,2746,,,0.42598849534988403,0.5487087965011597,
41,2749,,,,,0.4656721353530884
41,2799,,,,,0.6033666133880615
41,2813,,,0.4288947582244873,0.5489919185638428,
42,2849,,,,,0.5214979648590088
42,2880,,,0.42001038789749146,0.5580207109451294,
43,2899,,,,,0.5709187984466553
43,2947,,,0.4228450357913971,0.5590464472770691,
44,2949,,,,,0.5808982849121094
44,2999,,,,,0.6571444272994995
44,3014,,,0.42236974835395813,0.5538844466209412,
45,3049,,,,,0.600816011428833
45,3081,,,0.4230927526950836,0.5581322908401489,
46,3099,,,,,0.6143388152122498
46,3148,,,0.42610982060432434,0.54930180311203,
47,3149,,,,,0.6388229131698608
47,3199,,,,,0.550568699836731
47,3215,,,0.42942261695861816,0.5501738786697388,
48,3249,,,,,0.47512543201446533
48,3282,,,0.42585498094558716,0.5494511127471924,
49,3299,,,,,0.5848439335823059
49,3349,,,,,0.5975432395935059
49,3349,,,0.42167288064956665,0.553597629070282,
50,3399,,,,,0.6083303689956665
50,3416,,,0.4215032160282135,0.5537680387496948,
51,3449,,,,,0.635695219039917
51,3483,,,0.423817902803421,0.554487407207489,
52,3499,,,,,0.6123135089874268
52,3549,,,,,0.5856478214263916
52,3550,,,0.42036938667297363,0.5542248487472534,
53,3599,,,,,0.5868936777114868
53,3617,,,0.42457354068756104,0.5479232668876648,
54,3649,,,,,0.4315776228904724
54,3684,,,0.42789989709854126,0.5481954216957092,
55,3699,,,,,0.5722571611404419
55,3749,,,,,0.6377572417259216
55,3751,,,0.4244596064090729,0.5498723387718201,
56,3799,,,,,0.6126680374145508
56,3818,,,0.4249144494533539,0.5520516633987427,
57,3849,,,,,0.6029388904571533
57,3885,,,0.41990694403648376,0.5607254505157471,
58,3899,,,,,0.7584341764450073
58,3949,,,,,0.4879606366157532
58,3952,,,0.4199221134185791,0.5569264888763428,
59,3999,,,,,0.6415798664093018
59,4019,,,0.4262658357620239,0.5491500496864319,
60,4049,,,,,0.5777268409729004
60,4086,,,0.4208458662033081,0.5579943060874939,
61,4099,,,,,0.6783816814422607
61,4149,,,,,0.5027406215667725
61,4153,,,0.4212178587913513,0.5538161993026733,
62,4199,,,,,0.6591535806655884
62,4220,,,0.4183220863342285,0.5555135011672974,
63,4249,,,,,0.6710448265075684
63,4287,,,0.4255010783672333,0.5555046200752258,
64,4299,,,,,0.6160060167312622
64,4349,,,,,0.6938576698303223
64,4354,,,0.42275530099868774,0.5545982718467712,
65,4399,,,,,0.5170800685882568
65,4421,,,0.4246184825897217,0.5508584976196289,
66,4449,,,,,0.478553831577301
66,4488,,,0.4187856614589691,0.5529648661613464,
67,4499,,,,,0.5274574756622314
67,4549,,,,,0.6269141435623169
67,4555,,,0.41742920875549316,0.552657961845398,
68,4599,,,,,0.48857957124710083
68,4622,,,0.4210464060306549,0.5570706129074097,
69,4649,,,,,0.5435669422149658
69,4689,,,0.41937005519866943,0.5606905817985535,
70,4699,,,,,0.5843276977539062
70,4749,,,,,0.4462490677833557
70,4756,,,0.41848689317703247,0.5616730451583862,
71,4799,,,,,0.5379993319511414
71,4823,,,0.4207068681716919,0.556143581867218,
72,4849,,,,,0.6389584541320801
72,4890,,,0.42362916469573975,0.5535849928855896,
73,4899,,,,,0.6680326461791992
73,4949,,,,,0.48301398754119873
73,4957,,,0.42085734009742737,0.5548513531684875,
74,4999,,,,,0.4706686735153198
74,5024,,,0.4216208755970001,0.5552663803100586,
75,5049,,,,,0.5140548348426819
75,5091,,,0.4199197292327881,0.5580230355262756,
76,5099,,,,,0.5994347333908081
76,5149,,,,,0.5216876864433289
76,5158,,,0.4188675880432129,0.5597508549690247,
77,5199,,,,,0.5667147636413574
77,5225,,,0.4161849617958069,0.5613154768943787,
78,5249,,,,,0.5532450675964355
78,5292,,,0.4135626256465912,0.5612640380859375,
79,5299,,,,,0.559537947177887
79,5349,,,,,0.6695296764373779
79,5359,,,0.4184941351413727,0.5601636171340942,
80,5399,,,,,0.6862673759460449
80,5426,,,0.42352867126464844,0.5572500824928284,
81,5449,,,,,0.6851621866226196
81,5493,,,0.4193418323993683,0.559747576713562,
82,5499,,,,,0.6122472286224365
82,5549,,,,,0.3630285859107971
82,5560,,,0.4191941022872925,0.5577167868614197,
83,5599,,,,,0.5068808794021606
83,5627,,,0.4206780791282654,0.558117687702179,
84,5649,,,,,0.6582493782043457
84,5694,,,0.4195283055305481,0.5493640899658203,
85,5699,,,,,0.5112103223800659
85,5749,,,,,0.5569977760314941
85,5761,,,0.418997198343277,0.5627241730690002,
86,5799,,,,,0.631682276725769
86,5828,,,0.41903063654899597,0.5624939203262329,
87,5849,,,,,0.6002752184867859
87,5895,,,0.42142441868782043,0.5581150650978088,
88,5899,,,,,0.6957136392593384
88,5949,,,,,0.5712020397186279
88,5962,,,0.418249249458313,0.5598870515823364,
89,5999,,,,,0.6416258811950684
89,6029,,,0.41844862699508667,0.551565408706665,
90,6049,,,,,0.6179929971694946
90,6096,,,0.42513710260391235,0.5487073659896851,
91,6099,,,,,0.6656627058982849
91,6149,,,,,0.5372693538665771
91,6163,,,0.41845881938934326,0.5578196048736572,
92,6199,,,,,0.5658568143844604
92,6230,,,0.4196999967098236,0.558380663394928,
93,6249,,,,,0.7165002822875977
93,6297,,,0.4134884476661682,0.5615113377571106,
94,6299,,,,,0.7016178369522095
94,6349,,,,,0.5762838125228882
94,6364,,,0.4182072877883911,0.5548651218414307,
95,6399,,,,,0.5307560563087463
95,6431,,,0.4173557460308075,0.56120765209198,
96,6449,,,,,0.6327838897705078
96,6498,,,0.4199519157409668,0.5513275861740112,
97,6499,,,,,0.672541618347168
97,6549,,,,,0.5903580188751221
97,6565,,,0.41565608978271484,0.5587493181228638,
98,6599,,,,,0.41987526416778564
98,6632,,,0.42130202054977417,0.5570623278617859,
99,6649,,,,,0.6105457544326782
99,6699,,,,,0.508217990398407
99,6699,,,0.41606855392456055,0.5628973245620728,
100,6749,,,,,0.541837215423584
100,6766,,,0.41376993060112,0.5625416040420532,
101,6799,,,,,0.6573232412338257
101,6833,,,0.41761791706085205,0.561684250831604,
102,6849,,,,,0.2733829617500305
102,6899,,,,,0.45253270864486694
102,6900,,,0.4230048954486847,0.5555757284164429,
103,6949,,,,,0.6208924651145935
103,6967,,,0.4206441044807434,0.5592510104179382,
104,6999,,,,,0.5780497789382935
104,7034,,,0.418992817401886,0.5587722063064575,
105,7049,,,,,0.41530078649520874
105,7099,,,,,0.5814164876937866
105,7101,,,0.4190097153186798,0.5593770146369934,
106,7149,,,,,0.7015974521636963
106,7168,,,0.41556090116500854,0.555756151676178,
107,7199,,,,,0.47101110219955444
107,7235,,,0.41702890396118164,0.5599750280380249,
108,7249,,,,,0.5723810195922852
108,7299,,,,,0.5784747004508972
108,7302,,,0.4213377833366394,0.5551205277442932,
109,7349,,,,,0.2948489189147949
109,7369,,,0.4198090136051178,0.5559079647064209,
110,7399,,,,,0.7009621262550354
110,7436,,,0.419352650642395,0.5584079027175903,
111,7449,,,,,0.6688920259475708
111,7499,,,,,0.5529265403747559
111,7503,,,0.41848447918891907,0.5549888610839844,
112,7549,,,,,0.28922683000564575
112,7570,,,0.41780054569244385,0.5616413950920105,
113,7599,,,,,0.3934746980667114
113,7637,,,0.4177641272544861,0.561345100402832,
114,7649,,,,,0.40307027101516724
114,7699,,,,,0.5547449588775635
114,7704,,,0.41774606704711914,0.5608367323875427,
115,7749,,,,,0.49836260080337524
115,7771,,,0.4225579798221588,0.554657518863678,
116,7799,,,,,0.32161271572113037
116,7838,,,0.4183661639690399,0.558154284954071,
117,7849,,,,,0.6346114873886108
117,7899,,,,,0.4608997106552124
117,7905,,,0.4115018844604492,0.5657435655593872,
118,7949,,,,,0.6184160709381104
118,7972,,,0.41889646649360657,0.5570102334022522,
119,7999,,,,,0.35263729095458984
119,8039,,,0.41755789518356323,0.5601856708526611,
120,8049,,,,,0.5000414848327637
120,8099,,,,,0.3798753023147583
120,8106,,,0.4213342070579529,0.5552002787590027,
121,8149,,,,,0.5236115455627441
121,8173,,,0.41564419865608215,0.5618200302124023,
122,8199,,,,,0.6758021116256714
122,8240,,,0.4152700901031494,0.5622298121452332,
123,8249,,,,,0.6169708967208862
123,8299,,,,,0.6383551359176636
123,8307,,,0.41714534163475037,0.5578638911247253,
124,8349,,,,,0.5827429294586182
124,8374,,,0.41712599992752075,0.5609476566314697,
125,8399,,,,,0.5870830416679382
125,8441,,,0.41544148325920105,0.5609394907951355,
126,8449,,,,,0.530726969242096
126,8499,,,,,0.5858892202377319
126,8508,,,0.4198594391345978,0.5600998401641846,
127,8549,,,,,0.6204290390014648
127,8575,,,0.4172445833683014,0.5578505396842957,
128,8599,,,,,0.69130539894104
128,8642,,,0.413287490606308,0.5620265007019043,
129,8649,,,,,0.6161149740219116
129,8699,,,,,0.45211541652679443
129,8709,,,0.4111478328704834,0.5641950368881226,
130,8749,,,,,0.45264947414398193
130,8776,,,0.4165567457675934,0.5602477788925171,
131,8799,,,,,0.6338926553726196
131,8843,,,0.40931251645088196,0.5714185237884521,
132,8849,,,,,0.5120543241500854
132,8899,,,,,0.4032793641090393
132,8910,,,0.4191000759601593,0.5588033199310303,
133,8949,,,,,0.6227682828903198
133,8977,,,0.41750603914260864,0.5588686466217041,
134,8999,,,,,0.7234335541725159
134,9044,,,0.4221420884132385,0.5579535961151123,
135,9049,,,,,0.5285815000534058
135,9099,,,,,0.4001010060310364
135,9111,,,0.41643381118774414,0.5632218718528748,
136,9149,,,,,0.5062576532363892
136,9178,,,0.4173814654350281,0.5599403977394104,
137,9199,,,,,0.5120739936828613
137,9245,,,0.41301581263542175,0.5657426118850708,
138,9249,,,,,0.6047449111938477
138,9299,,,,,0.5344260334968567
138,9312,,,0.4168205261230469,0.5642938613891602,
139,9349,,,,,0.4584640860557556
139,9379,,,0.41370806097984314,0.5660930871963501,
140,9399,,,,,0.7429088354110718
140,9446,,,0.41441914439201355,0.5629040002822876,
141,9449,,,,,0.3940378427505493
141,9499,,,,,0.6703414916992188
141,9513,,,0.4139285683631897,0.564422070980072,
142,9549,,,,,0.5927525758743286
142,9580,,,0.41130417585372925,0.5685399174690247,
143,9599,,,,,0.682744026184082
143,9647,,,0.4132082760334015,0.5645268559455872,
144,9649,,,,,0.6177809834480286
144,9699,,,,,0.5226267576217651
144,9714,,,0.41653966903686523,0.5554794073104858,
145,9749,,,,,0.6235232949256897
145,9781,,,0.4207614064216614,0.5534852147102356,
146,9799,,,,,0.5625135898590088
146,9848,,,0.41516396403312683,0.5622543692588806,
147,9849,,,,,0.3481289744377136
147,9899,,,,,0.48462915420532227
147,9915,,,0.41884544491767883,0.5570334196090698,
148,9949,,,,,0.46935439109802246
148,9982,,,0.4203028380870819,0.5485525131225586,
149,9999,,,,,0.3824436664581299
149,10049,,,,,0.6331721544265747
149,10049,,,0.4166385531425476,0.5621176958084106,
150,10099,,,,,0.5829328298568726
150,10116,,,0.4166072905063629,0.5559415221214294,
151,10149,,,,,0.29278236627578735
151,10183,,,0.4167925715446472,0.5627503991127014,
152,10199,,,,,0.6661709547042847
152,10249,,,,,0.7446427345275879
152,10250,,,0.4102281332015991,0.5670918226242065,
153,10299,,,,,0.5741561651229858
153,10317,,,0.4148314595222473,0.5623202323913574,
154,10349,,,,,0.6214346885681152
154,10384,,,0.42225244641304016,0.5585442781448364,
155,10399,,,,,0.6920890212059021
155,10449,,,,,0.6512295007705688
155,10451,,,0.41361507773399353,0.5650879740715027,
156,10499,,,,,0.4411669373512268
156,10518,,,0.41273415088653564,0.5664265155792236,
157,10549,,,,,0.5853073596954346
157,10585,,,0.41521918773651123,0.5617069005966187,
158,10599,,,,,0.4352153539657593
158,10649,,,,,0.40980321168899536
158,10652,,,0.4151834547519684,0.5638678073883057,
159,10699,,,,,0.5026117563247681
159,10719,,,0.4157765507698059,0.5629530549049377,
160,10749,,,,,0.4328528046607971
160,10786,,,0.4175874590873718,0.5553609132766724,
161,10799,,,,,0.7916543483734131
161,10849,,,,,0.5099525451660156
161,10853,,,0.4156064987182617,0.5620594024658203,
162,10899,,,,,0.5515872240066528
162,10920,,,0.41789311170578003,0.5563591122627258,
163,10949,,,,,0.651392936706543
163,10987,,,0.41152897477149963,0.5677430629730225,
164,10999,,,,,0.400223970413208
164,11049,,,,,0.6453132629394531
164,11054,,,0.41856276988983154,0.5585771203041077,
165,11099,,,,,0.5899268388748169
165,11121,,,0.4138944149017334,0.5684611797332764,
166,11149,,,,,0.6144198179244995
166,11188,,,0.41040849685668945,0.5646986365318298,
167,11199,,,,,0.5362948179244995
167,11249,,,,,0.5479077696800232
167,11255,,,0.4143468141555786,0.5595545172691345,
168,11299,,,,,0.6042528748512268
168,11322,,,0.41618070006370544,0.5655723810195923,
169,11349,,,,,0.6919175386428833
169,11389,,,0.41651836037635803,0.5570107698440552,
170,11399,,,,,0.6708983182907104
170,11449,,,,,0.5725492238998413
170,11456,,,0.41314488649368286,0.5642587542533875,
171,11499,,,,,0.6987276077270508
171,11523,,,0.41405564546585083,0.5632165670394897,
172,11549,,,,,0.46123695373535156
172,11590,,,0.41561445593833923,0.562640368938446,
173,11599,,,,,0.682529091835022
173,11649,,,,,0.668079137802124
173,11657,,,0.41251876950263977,0.5666148066520691,
174,11699,,,,,0.5630130767822266
174,11724,,,0.4094596207141876,0.56801837682724,
175,11749,,,,,0.6037255525588989
175,11791,,,0.41173025965690613,0.5679097771644592,
176,11799,,,,,0.5940271019935608
176,11849,,,,,0.6050645112991333
176,11858,,,0.41148996353149414,0.5663750171661377,
177,11899,,,,,0.7554575204849243
177,11925,,,0.4115629494190216,0.566898763179779,
178,11949,,,,,0.642960786819458
178,11992,,,0.4145444333553314,0.5638073086738586,
179,11999,,,,,0.6341742277145386
179,12049,,,,,0.5342332124710083
179,12059,,,0.41522282361984253,0.5630373954772949,
180,12099,,,,,0.5193560123443604
180,12126,,,0.414486825466156,0.5664381384849548,
181,12149,,,,,0.7025203704833984
181,12193,,,0.4139731824398041,0.5596574544906616,
182,12199,,,,,0.5219911336898804
182,12249,,,,,0.5909383296966553
182,12260,,,0.4114254415035248,0.5629320740699768,
183,12299,,,,,0.6932480335235596
183,12327,,,0.4129582643508911,0.560612142086029,
184,12349,,,,,0.5667882561683655
184,12394,,,0.4123630225658417,0.566248893737793,
185,12399,,,,,0.47628748416900635
185,12449,,,,,0.47273707389831543
185,12461,,,0.41548430919647217,0.5594184994697571,
186,12499,,,,,0.5987228751182556
186,12528,,,0.4131878614425659,0.5612274408340454,
187,12549,,,,,0.592551052570343
187,12595,,,0.40963485836982727,0.5679599046707153,
188,12599,,,,,0.5631097555160522
188,12649,,,,,0.5199294090270996
188,12662,,,0.4144026041030884,0.5640906095504761,
189,12699,,,,,0.562525749206543
189,12729,,,0.412116140127182,0.5648450255393982,
190,12749,,,,,0.6188704967498779
190,12796,,,0.4129309356212616,0.5670436024665833,
191,12799,,,,,0.48476725816726685
191,12849,,,,,0.4107213020324707
191,12863,,,0.4108431339263916,0.5685469508171082,
192,12899,,,,,0.541290283203125
192,12930,,,0.41370612382888794,0.5659652948379517,
193,12949,,,,,0.6743446588516235
193,12997,,,0.41205519437789917,0.5662849545478821,
194,12999,,,,,0.6026709079742432
194,13049,,,,,0.26634347438812256
194,13064,,,0.4100304841995239,0.5662047266960144,
195,13099,,,,,0.3270794749259949
195,13131,,,0.41580909490585327,0.5654406547546387,
196,13149,,,,,0.5832134485244751
196,13198,,,0.4109177887439728,0.5654743313789368,
197,13199,,,,,0.5811368227005005
197,13249,,,,,0.5945810079574585
197,13265,,,0.4160919785499573,0.5645533204078674,
198,13299,,,,,0.7136302590370178
198,13332,,,0.4087570607662201,0.5690712928771973,
199,13349,,,,,0.5262777805328369
199,13399,,,,,0.5835785865783691
199,13399,,,0.40898773074150085,0.570212185382843,
200,13400,0.3976082503795624,0.592558741569519,,,
